Evento,Data,Local,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo,Tempo_Segundos
UFC 55: Fury,2005-10-07,"Uncasville, Connecticut, USA",Joe Riggs,Chris Lytle,Welterweight,0,KO/TKO,2,2:00,120
UFC 55: Fury,2005-10-07,"Uncasville, Connecticut, USA",Alessio Sakara,Ron Faircloth,Light Heavyweight,0,CNC,2,0:10,10
UFC 55: Fury,2005-10-07,"Uncasville, Connecticut, USA",Marcio Cruz,Keigo Kunihara,Heavyweight,0,SUB Rear Naked Choke,2,1:02,62
UFC 55: Fury,2005-10-07,"Uncasville, Connecticut, USA",Jorge Rivera,Dennis Hallman,Middleweight,0,U-DEC,3,5:00,300
UFC 55: Fury,2005-10-07,"Uncasville, Connecticut, USA",Andrei Arlovski,Paul Buentello,Heavyweight,1,KO/TKO Punch,1,0:15,15
UFC 55: Fury,2005-10-07,"Uncasville, Connecticut, USA",Renato Sobral,Chael Sonnen,Light Heavyweight,0,SUB Triangle Choke,2,1:20,80
UFC 55: Fury,2005-10-07,"Uncasville, Connecticut, USA",Forrest Griffin,Elvis Sinosic,Light Heavyweight,0,KO/TKO Punches,1,3:30,210
UFC 55: Fury,2005-10-07,"Uncasville, Connecticut, USA",Branden Lee Hinkle,Sean Gannon,Heavyweight,0,KO/TKO Punches,1,4:14,254
UFC Fight Night 2,2005-10-03,"Las Vegas, Nevada, USA",Spencer Fisher,Thiago Alves,Welterweight,0,SUB Triangle Choke,2,4:43,283
UFC Fight Night 2,2005-10-03,"Las Vegas, Nevada, USA",Jonathan Goulet,Jay Hieron,Welterweight,0,KO/TKO,3,1:05,65
UFC Fight Night 2,2005-10-03,"Las Vegas, Nevada, USA",Jon Fitch,Brock Larson,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night 2,2005-10-03,"Las Vegas, Nevada, USA",David Loiseau,Evan Tanner,Middleweight,0,KO/TKO,2,4:15,255
UFC Fight Night 2,2005-10-03,"Las Vegas, Nevada, USA",Drew Fickett,Josh Koscheck,Welterweight,0,SUB Rear Naked Choke,3,4:28,268
UFC Fight Night 2,2005-10-03,"Las Vegas, Nevada, USA",Brandon Vera,Fabiano Scherner,Heavyweight,0,KO/TKO Knee,2,3:22,202
UFC Fight Night 2,2005-10-03,"Las Vegas, Nevada, USA",Chris Leben,Edwin DeWees,Middleweight,0,SUB Armbar,1,3:26,206
UFC 54: Boiling Point,2005-08-20,"Las Vegas, Nevada, USA",Chuck Liddell,Jeremy Horn,Light Heavyweight,1,KO/TKO Punches,4,2:46,166
UFC 54: Boiling Point,2005-08-20,"Las Vegas, Nevada, USA",Tim Sylvia,Tra Telligman,Heavyweight,0,KO/TKO Kick,1,4:59,299
UFC 54: Boiling Point,2005-08-20,"Las Vegas, Nevada, USA",Randy Couture,Mike van Arsdale,Light Heavyweight,0,SUB Anaconda Choke,3,0:52,52
UFC 54: Boiling Point,2005-08-20,"Las Vegas, Nevada, USA",Diego Sanchez,Brian Gassaway,Welterweight,0,KO/TKO Punches,2,1:56,116
UFC 54: Boiling Point,2005-08-20,"Las Vegas, Nevada, USA",Georges St-Pierre,Frank Trigg,Welterweight,0,SUB Rear Naked Choke,1,4:09,249
UFC 54: Boiling Point,2005-08-20,"Las Vegas, Nevada, USA",Matt Lindland,Joe Doerksen,Middleweight,0,U-DEC,3,5:00,300
UFC 54: Boiling Point,2005-08-20,"Las Vegas, Nevada, USA",Trevor Prangley,Travis Lutter,Middleweight,0,U-DEC,3,5:00,300
UFC 54: Boiling Point,2005-08-20,"Las Vegas, Nevada, USA",James Irvin,Terry Martin,Light Heavyweight,0,KO/TKO Flying Knee,2,0:09,9
UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",Drew Fickett,Josh Neer,Welterweight,0,SUB Rear Naked Choke,1,1:35,95
UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",Kenny Florian,Alex Karalexis,Welterweight,0,KO/TKO,2,2:52,172
UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",Mike Swick,Gideon Ray,Middleweight,0,KO/TKO Punches,1,0:22,22
UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",Josh Koscheck,Pete Spratt,Welterweight,0,SUB Rear Naked Choke,1,1:53,113
UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",Nate Quarry,Pete Sell,Middleweight,0,KO/TKO Punches,1,0:42,42
UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",Stephan Bonnar,Sam Hoger,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",Chris Leben,Patrick Cote,Middleweight,0,S-DEC,3,5:00,300
UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",Nate Marquardt,Ivan Salaverry,Middleweight,0,U-DEC,3,5:00,300
UFC 53: Heavy Hitters,2005-06-04,"Atlantic City, New Jersey, USA",Andrei Arlovski,Justin Eilers,Heavyweight,1,KO/TKO Punches,1,4:10,250
UFC 53: Heavy Hitters,2005-06-04,"Atlantic City, New Jersey, USA",Karo Parisyan,Matt Serra,Welterweight,0,U-DEC,3,5:00,300
UFC 53: Heavy Hitters,2005-06-04,"Atlantic City, New Jersey, USA",Rich Franklin,Evan Tanner,Middleweight,1,KO/TKO,4,3:25,205
UFC 53: Heavy Hitters,2005-06-04,"Atlantic City, New Jersey, USA",Forrest Griffin,Bill Mahood,Light Heavyweight,0,SUB Rear Naked Choke,1,2:18,138
UFC 53: Heavy Hitters,2005-06-04,"Atlantic City, New Jersey, USA",Paul Buentello,Kevin Jordan,Heavyweight,0,SUB Neck Crank,1,4:00,240
UFC 53: Heavy Hitters,2005-06-04,"Atlantic City, New Jersey, USA",Nate Quarry,Shonie Carter,Middleweight,0,KO/TKO Punches,1,2:37,157
UFC 53: Heavy Hitters,2005-06-04,"Atlantic City, New Jersey, USA",David Loiseau,Charles McCarthy,Middleweight,0,KO/TKO Spinning Back Kick,2,2:10,130
UFC 53: Heavy Hitters,2005-06-04,"Atlantic City, New Jersey, USA",Nick Diaz,Koji Oishi,Welterweight,0,KO/TKO Punch,1,1:24,84
UFC 52: Couture vs Liddell 2,2005-04-16,"Las Vegas, Nevada, USA",Georges St-Pierre,Jason Miller,Welterweight,0,U-DEC,3,5:00,300
UFC 52: Couture vs Liddell 2,2005-04-16,"Las Vegas, Nevada, USA",Mike van Arsdale,John Marsh,Heavyweight,0,U-DEC,3,5:00,300
UFC 52: Couture vs Liddell 2,2005-04-16,"Las Vegas, Nevada, USA",Joe Doerksen,Patrick Cote,Middleweight,0,SUB Rear Naked Choke,3,2:35,155
UFC 52: Couture vs Liddell 2,2005-04-16,"Las Vegas, Nevada, USA",Ivan Salaverry,Joe Riggs,Middleweight,0,SUB Triangle Choke,1,2:42,162
UFC 52: Couture vs Liddell 2,2005-04-16,"Las Vegas, Nevada, USA",Renato Sobral,Travis Wiuff,Light Heavyweight,0,SUB Armbar,2,0:24,24
UFC 52: Couture vs Liddell 2,2005-04-16,"Las Vegas, Nevada, USA",Matt Lindland,Travis Lutter,Middleweight,0,SUB Guillotine Choke,2,3:13,193
UFC 52: Couture vs Liddell 2,2005-04-16,"Las Vegas, Nevada, USA",Chuck Liddell,Randy Couture,Light Heavyweight,1,KO/TKO Punch,1,2:06,126
UFC 52: Couture vs Liddell 2,2005-04-16,"Las Vegas, Nevada, USA",Matt Hughes,Frank Trigg,Welterweight,1,SUB Rear Naked Choke,1,4:05,245
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,"Las Vegas, Nevada, USA",Rich Franklin,Ken Shamrock,Light Heavyweight,0,KO/TKO Punches,1,2:42,162
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,"Las Vegas, Nevada, USA",Forrest Griffin,Stephan Bonnar,Light Heavyweight,1,U-DEC,3,5:00,300
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,"Las Vegas, Nevada, USA",Diego Sanchez,Kenny Florian,Middleweight,1,KO/TKO Punches,1,2:49,169
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,"Las Vegas, Nevada, USA",Sam Hoger,Bobby Southworth,Light Heavyweight,0,U-DEC,3,5:00,300
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,"Las Vegas, Nevada, USA",Chris Leben,Jason Thacker,Middleweight,0,KO/TKO Punches,1,1:35,95
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,"Las Vegas, Nevada, USA",Josh Koscheck,Chris Sanford,Middleweight,0,KO/TKO Punches,1,4:21,261
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,"Las Vegas, Nevada, USA",Nate Quarry,Lodune Sincaid,Middleweight,0,KO/TKO Punches,1,3:17,197
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,"Las Vegas, Nevada, USA",Mike Swick,Alex Schoenauer,Middleweight,0,KO/TKO Punch,1,0:20,20
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,2005-04-09,"Las Vegas, Nevada, USA",Alex Karalexis,Josh Rafferty,Welterweight,0,KO/TKO Punches,1,1:40,100
UFC 51: Super Saturday,2005-02-05,"Las Vegas, Nevada, USA",Mike Kyle,James Irvin,Heavyweight,0,KO/TKO Punch,1,1:55,115
UFC 51: Super Saturday,2005-02-05,"Las Vegas, Nevada, USA",Nick Diaz,Drew Fickett,Welterweight,0,KO/TKO Punches,1,4:40,280
UFC 51: Super Saturday,2005-02-05,"Las Vegas, Nevada, USA",Karo Parisyan,Chris Lytle,Welterweight,0,U-DEC,3,5:00,300
UFC 51: Super Saturday,2005-02-05,"Las Vegas, Nevada, USA",David Loiseau,Gideon Ray,Middleweight,0,KO/TKO,1,5:00,300
UFC 51: Super Saturday,2005-02-05,"Las Vegas, Nevada, USA",Evan Tanner,David Terrell,Middleweight,1,KO/TKO Punches,1,4:35,275
UFC 51: Super Saturday,2005-02-05,"Las Vegas, Nevada, USA",Paul Buentello,Justin Eilers,Heavyweight,0,KO/TKO Punches,1,3:34,214
UFC 51: Super Saturday,2005-02-05,"Las Vegas, Nevada, USA",Andrei Arlovski,Tim Sylvia,Heavyweight,1,SUB Ankle Lock,1,0:47,47
UFC 51: Super Saturday,2005-02-05,"Las Vegas, Nevada, USA",Pete Sell,Phil Baroni,Middleweight,0,SUB Guillotine Choke,3,4:19,259
UFC 51: Super Saturday,2005-02-05,"Las Vegas, Nevada, USA",Tito Ortiz,Vitor Belfort,Light Heavyweight,0,S-DEC,3,5:00,300
UFC 50: The War Of '04,2004-10-22,"Atlantic City, New Jersey, USA",Tito Ortiz,Patrick Cote,Light Heavyweight,0,U-DEC,3,5:00,300
UFC 50: The War Of '04,2004-10-22,"Atlantic City, New Jersey, USA",Rich Franklin,Jorge Rivera,Middleweight,0,SUB Armbar,3,4:28,268
UFC 50: The War Of '04,2004-10-22,"Atlantic City, New Jersey, USA",Matt Hughes,Georges St-Pierre,Welterweight,1,SUB Armbar,1,4:59,299
UFC 50: The War Of '04,2004-10-22,"Atlantic City, New Jersey, USA",Frank Trigg,Renato Verissimo,Welterweight,0,KO/TKO Elbows,2,2:11,131
UFC 50: The War Of '04,2004-10-22,"Atlantic City, New Jersey, USA",Evan Tanner,Robbie Lawler,Middleweight,0,SUB Triangle Choke,1,2:22,142
UFC 50: The War Of '04,2004-10-22,"Atlantic City, New Jersey, USA",Ivan Salaverry,Tony Fryklund,Middleweight,0,SUB Other - Lock,1,1:36,96
UFC 50: The War Of '04,2004-10-22,"Atlantic City, New Jersey, USA",Travis Lutter,Marvin Eastman,Light Heavyweight,0,KO/TKO Punch,2,0:33,33
UFC 49: Unfinished Business,2004-08-21,"Las Vegas, Nevada, USA",Yves Edwards,Josh Thomson,Lightweight,0,KO/TKO Kick,1,4:32,272
UFC 49: Unfinished Business,2004-08-21,"Las Vegas, Nevada, USA",Karo Parisyan,Nick Diaz,Welterweight,0,S-DEC,3,5:00,300
UFC 49: Unfinished Business,2004-08-21,"Las Vegas, Nevada, USA",Chris Lytle,Ronald Jhun,Welterweight,0,SUB Guillotine Choke,2,1:17,77
UFC 49: Unfinished Business,2004-08-21,"Las Vegas, Nevada, USA",Justin Eilers,Mike Kyle,Heavyweight,0,KO/TKO Punch,1,1:14,74
UFC 49: Unfinished Business,2004-08-21,"Las Vegas, Nevada, USA",David Terrell,Matt Lindland,Middleweight,0,KO/TKO Punch,1,0:24,24
UFC 49: Unfinished Business,2004-08-21,"Las Vegas, Nevada, USA",Chuck Liddell,Vernon White,Light Heavyweight,0,KO/TKO Punch,1,4:05,245
UFC 49: Unfinished Business,2004-08-21,"Las Vegas, Nevada, USA",Joe Riggs,Joe Doerksen,Middleweight,0,KO/TKO Elbows,2,3:39,219
UFC 49: Unfinished Business,2004-08-21,"Las Vegas, Nevada, USA",Randy Couture,Vitor Belfort,Light Heavyweight,1,KO/TKO,3,5:00,300
UFC 48: Payback,2004-06-19,"Las Vegas, Nevada, USA",Ken Shamrock,Kimo Leopoldo,Heavyweight,0,KO/TKO Knee,1,1:26,86
UFC 48: Payback,2004-06-19,"Las Vegas, Nevada, USA",Frank Trigg,Dennis Hallman,Welterweight,0,KO/TKO Punches,1,4:15,255
UFC 48: Payback,2004-06-19,"Las Vegas, Nevada, USA",Frank Mir,Tim Sylvia,Heavyweight,1,SUB Armbar,1,0:50,50
UFC 48: Payback,2004-06-19,"Las Vegas, Nevada, USA",Matt Hughes,Renato Verissimo,Welterweight,0,U-DEC,3,5:00,300
UFC 48: Payback,2004-06-19,"Las Vegas, Nevada, USA",Evan Tanner,Phil Baroni,Middleweight,0,U-DEC,3,5:00,300
UFC 48: Payback,2004-06-19,"Las Vegas, Nevada, USA",Matt Serra,Ivan Menjivar,Lightweight,0,U-DEC,3,5:00,300
UFC 48: Payback,2004-06-19,"Las Vegas, Nevada, USA",Georges St-Pierre,Jay Hieron,Welterweight,0,KO/TKO Punches,1,1:42,102
UFC 48: Payback,2004-06-19,"Las Vegas, Nevada, USA",Trevor Prangley,Curtis Stout,Middleweight,0,SUB Scarf Hold,2,1:05,65
UFC 47: It's On!,2004-04-02,"Las Vegas, Nevada, USA",Genki Sudo,Mike Brown,Lightweight,0,SUB Triangle Choke,1,3:31,211
UFC 47: It's On!,2004-04-02,"Las Vegas, Nevada, USA",Jonathan Wiezorek,Wade Shipp,Heavyweight,0,KO/TKO Punches,1,4:40,280
UFC 47: It's On!,2004-04-02,"Las Vegas, Nevada, USA",Mike Kyle,Wes Sims,Heavyweight,0,KO/TKO Punch,1,4:59,299
UFC 47: It's On!,2004-04-02,"Las Vegas, Nevada, USA",Nick Diaz,Robbie Lawler,Welterweight,0,KO/TKO Punch,2,1:31,91
UFC 47: It's On!,2004-04-02,"Las Vegas, Nevada, USA",Andrei Arlovski,Wesley Correira,Heavyweight,0,KO/TKO Punches,2,1:15,75
UFC 47: It's On!,2004-04-02,"Las Vegas, Nevada, USA",Yves Edwards,Hermes Franca,Lightweight,0,S-DEC,3,5:00,300
UFC 47: It's On!,2004-04-02,"Las Vegas, Nevada, USA",Chris Lytle,Tiki Ghosn,Welterweight,0,SUB Bulldog Choke,2,1:55,115
UFC 47: It's On!,2004-04-02,"Las Vegas, Nevada, USA",Chuck Liddell,Tito Ortiz,Light Heavyweight,0,KO/TKO Punches,2,0:38,38
UFC 46: Supernatural,2004-01-31,"Las Vegas, Nevada, USA",Vitor Belfort,Randy Couture,Light Heavyweight,1,KO/TKO,1,0:49,49
UFC 46: Supernatural,2004-01-31,"Las Vegas, Nevada, USA",Renato Verissimo,Carlos Newton,Welterweight,0,U-DEC,3,5:00,300
UFC 46: Supernatural,2004-01-31,"Las Vegas, Nevada, USA",BJ Penn,Matt Hughes,Welterweight,1,SUB Rear Naked Choke,1,4:39,279
UFC 46: Supernatural,2004-01-31,"Las Vegas, Nevada, USA",Frank Mir,Wes Sims,Heavyweight,0,KO/TKO Punch,2,4:21,261
UFC 46: Supernatural,2004-01-31,"Las Vegas, Nevada, USA",Lee Murray,Jorge Rivera,Middleweight,0,SUB Triangle Choke,1,1:45,105
UFC 46: Supernatural,2004-01-31,"Las Vegas, Nevada, USA",Georges St-Pierre,Karo Parisyan,Welterweight,0,U-DEC,3,5:00,300
UFC 46: Supernatural,2004-01-31,"Las Vegas, Nevada, USA",Josh Thomson,Hermes Franca,Lightweight,0,M-DEC,3,5:00,300
UFC 46: Supernatural,2004-01-31,"Las Vegas, Nevada, USA",Matt Serra,Jeff Curran,Lightweight,0,U-DEC,3,5:00,300
UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",Robbie Lawler,Chris Lytle,Welterweight,0,U-DEC,3,5:00,300
UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",Yves Edwards,Nick Agallar,Lightweight,0,KO/TKO Punch,2,2:14,134
UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",Keith Rockel,Chris Liguori,Middleweight,0,SUB Guillotine Choke,1,3:29,209
UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",Pedro Rizzo,Ricco Rodriguez,Heavyweight,0,U-DEC,3,5:00,300
UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",Evan Tanner,Phil Baroni,Middleweight,0,KO/TKO Elbows,1,4:42,282
UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",Matt Hughes,Frank Trigg,Welterweight,1,SUB Rear Naked Choke,1,3:54,234
UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",Wesley Correira,David Abbott,Heavyweight,0,KO/TKO,1,2:14,134
UFC 45: Revolution,2003-11-21,"Uncasville, Connecticut, USA",Matt Lindland,Falaniko Vitale,Middleweight,0,KO/TKO Punches,3,4:23,263
UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",Randy Couture,Tito Ortiz,Light Heavyweight,1,U-DEC,5,5:00,300
UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",Andrei Arlovski,Vladimir Matyushenko,Heavyweight,0,KO/TKO Punches,1,1:59,119
UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",Tim Sylvia,Gan McGee,Heavyweight,1,KO/TKO Punch,1,1:54,114
UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",Jorge Rivera,David Loiseau,Middleweight,0,U-DEC,3,5:00,300
UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",Rich Franklin,Edwin DeWees,Light Heavyweight,0,KO/TKO Knees,1,3:35,215
UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",Karo Parisyan,Dave Strasser,Welterweight,0,SUB Kimura,1,3:52,232
UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",Josh Thomson,Gerald Strebendt,Lightweight,0,KO/TKO Punches,1,2:45,165
UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",Nick Diaz,Jeremy Jackson,Welterweight,0,SUB Armbar,3,2:04,124
UFC 44: Undisputed,2003-09-26,"Las Vegas, Nevada, USA",Hermes Franca,Caol Uno,Lightweight,0,KO/TKO Punch,2,2:46,166
UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",Pedro Rizzo,Tra Telligman,Heavyweight,0,KO/TKO,2,4:24,264
UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",Falaniko Vitale,Matt Lindland,Middleweight,0,KO/TKO Slam,1,1:56,116
UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",Yves Edwards,Eddie Ruiz,Lightweight,0,U-DEC,3,5:00,300
UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",Frank Mir,Wes Sims,Heavyweight,0,DQ,1,2:55,175
UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",Vernon White,Ian Freeman,Heavyweight,0,S-DEC,3,5:00,300
UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",Kimo Leopoldo,David Abbott,Heavyweight,0,SUB Arm Triangle,1,1:59,119
UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",Randy Couture,Chuck Liddell,Light Heavyweight,1,KO/TKO Punches,3,2:39,159
UFC 43: Meltdown,2003-06-06,"Las Vegas, Nevada, USA",Vitor Belfort,Marvin Eastman,Light Heavyweight,0,KO/TKO Knees,1,1:07,67
UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",Matt Hughes,Sean Sherk,Welterweight,1,U-DEC,5,5:00,300
UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",Pete Spratt,Robbie Lawler,Welterweight,0,SUB Injury,2,2:28,148
UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",Dave Strasser,Romie Aram,Welterweight,0,U-DEC,3,5:00,300
UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",Wesley Correira,Sean Alvarez,Heavyweight,0,KO/TKO Punches,2,1:46,106
UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",Rich Franklin,Evan Tanner,Light Heavyweight,0,KO/TKO Punches,1,2:40,160
UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",Duane Ludwig,Genki Sudo,Lightweight,0,U-DEC,3,5:00,300
UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",Hermes Franca,Richard Crunkilton,Lightweight,0,U-DEC,3,5:00,300
UFC 42: Sudden Impact,2003-04-25,"Miami, Florida, USA",David Loiseau,Mark Weir,Middleweight,0,KO/TKO Punches,1,3:55,235
UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",Yves Edwards,Rich Clementi,Lightweight,0,SUB Rear Naked Choke,3,4:07,247
UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",Gan McGee,Alexandre Dantas,Heavyweight,0,KO/TKO Punches,1,4:49,289
UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",Vladimir Matyushenko,Pedro Rizzo,Heavyweight,0,U-DEC,3,5:00,300
UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",Din Thomas,Matt Serra,Lightweight,0,S-DEC,3,5:00,300
UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",BJ Penn,Caol Uno,Lightweight,1,S-DEC,5,5:00,300
UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",Matt Lindland,Phil Baroni,Middleweight,0,U-DEC,3,5:00,300
UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",Frank Mir,David Abbott,Heavyweight,0,SUB Toe Hold,1,0:46,46
UFC 41: Onslaught,2003-02-28,"Atlantic City, New Jersey, USA",Tim Sylvia,Ricco Rodriguez,Heavyweight,1,KO/TKO Punch,1,3:09,189
UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",Tito Ortiz,Ken Shamrock,Light Heavyweight,1,KO/TKO,3,5:00,300
UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",Chuck Liddell,Renato Sobral,Light Heavyweight,0,KO/TKO Kick,1,2:55,175
UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",Matt Hughes,Gil Castillo,Welterweight,1,KO/TKO,1,5:00,300
UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",Carlos Newton,Pete Spratt,Welterweight,0,SUB Kimura,1,1:45,105
UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",Robbie Lawler,Tiki Ghosn,Welterweight,0,KO/TKO Punch,1,1:29,89
UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",Andrei Arlovski,Ian Freeman,Heavyweight,0,KO/TKO Punches,1,1:18,78
UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",Vladimir Matyushenko,Travis Wiuff,Heavyweight,0,KO/TKO Punches,1,4:10,250
UFC 40: Vendetta,2002-11-22,"Las Vegas, Nevada, USA",Phillip Miller,Mark Weir,Middleweight,0,SUB Rear Naked Choke,2,4:50,290
UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",Gan McGee,Pedro Rizzo,Heavyweight,0,KO/TKO,1,5:00,300
UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",Sean Sherk,Benji Radach,Welterweight,0,KO/TKO,1,4:16,256
UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",Matt Lindland,Ivan Salaverry,Middleweight,0,U-DEC,3,5:00,300
UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",Phil Baroni,Dave Menne,Middleweight,0,KO/TKO Punches,1,0:18,18
UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",Caol Uno,Din Thomas,Lightweight,0,U-DEC,3,5:00,300
UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",BJ Penn,Matt Serra,Lightweight,0,U-DEC,3,5:00,300
UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",Tim Sylvia,Wesley Correira,Heavyweight,0,KO/TKO,2,1:43,103
UFC 39: The Warriors Return,2002-09-27,"Uncasville, Connecticut, USA",Ricco Rodriguez,Randy Couture,Heavyweight,1,KO/TKO Elbows,5,3:04,184
