Evento,Data,Local,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo,Tempo_Segundos
UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Danielle Taylor,Jessica Penne,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Scott Holtzman,Michael McBride,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Brandon Moreno,Dustin Ortiz,Flyweight,0,SUB Rear Naked Choke,2,4:06,246
UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Mike Perry,Jake Ellenberger,Welterweight,0,KO/TKO Elbow,2,1:05,65
UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Stevie Ray,Joe Lauzon,Lightweight,0,M-DEC,3,5:00,300
UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",John Dodson,Eddie Wineland,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Ovince Saint Preux,Marcos Rogerio de Lima,Light Heavyweight,0,SUB Von Flue Choke,2,2:11,131
UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Al Iaquinta,Diego Sanchez,Lightweight,0,KO/TKO Punch,1,1:38,98
UFC Fight Night: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Cub Swanson,Artem Lobov,Featherweight,0,U-DEC,5,5:00,300
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Tim Elliott,Louis Smolka,Flyweight,0,U-DEC,3,5:00,300
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Ketlen Vieira,Ashlee Evans-Smith,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Zak Cummings,Nathan Coy,Welterweight,0,SUB Guillotine Choke,1,4:21,261
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Anthony Smith,Andrew Sanchez,Middleweight,0,KO/TKO Kick,3,3:52,232
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Devin Clark,Jake Collier,Light Heavyweight,0,U-DEC,3,5:00,300
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Aljamain Sterling,Augusto Mendes,Bantamweight,0,U-DEC,3,5:00,300
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Alexander Volkov,Roy Nelson,Heavyweight,0,U-DEC,3,5:00,300
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Rashid Magomedov,King Green,Lightweight,0,S-DEC,3,5:00,300
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Demetrious Johnson,Wilson Reis,Flyweight,1,SUB Armbar,3,4:49,289
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Renato Moicano,Jeremy Stephens,Featherweight,0,S-DEC,3,5:00,300
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Robert Whittaker,Jacare Souza,Middleweight,0,KO/TKO Kick,2,3:28,208
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Rose Namajunas,Michelle Waterson-Gomez,Women's Strawweight,0,SUB Rear Naked Choke,2,2:47,167
UFC on FOX: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Tom Duquesnoy,Patrick Williams,Bantamweight,0,KO/TKO Elbows,2,0:28,28
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Shane Burgos,Charles Rosa,Featherweight,0,KO/TKO Punch,3,1:59,119
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Bibulatov Magomed,Jenel Lausa,Flyweight,0,U-DEC,3,5:00,300
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Katlyn Cerminara,Irene Aldana,Women's Bantamweight,0,S-DEC,3,5:00,300
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Desmond Green,Josh Emmett,Lightweight,0,S-DEC,3,5:00,300
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Gregor Gillespie,Andrew Holbrook,Lightweight,0,KO/TKO Punch,1,0:21,21
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Patrick Cummins,Jan Blachowicz,Light Heavyweight,0,U-DEC,3,5:00,300
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Kamaru Usman,Sean Strickland,Welterweight,0,U-DEC,3,5:00,300
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Myles Jury,Mike de la Torre,Featherweight,0,KO/TKO Punches,1,3:30,210
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Charles Oliveira,Will Brooks,Lightweight,0,SUB Rear Naked Choke,1,2:30,150
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Thiago Alves,Patrick Cote,Welterweight,0,U-DEC,3,5:00,300
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Cynthia Calvillo,Pearl Gonzalez,Women's Strawweight,0,SUB Rear Naked Choke,3,3:45,225
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Gegard Mousasi,Chris Weidman,Middleweight,0,KO/TKO Knee,2,3:13,193
UFC 210: Cormier vs. Johnson 2,2017-04-08,"Buffalo, New York, USA",Daniel Cormier,Anthony Johnson,Light Heavyweight,1,SUB Rear Naked Choke,2,3:37,217
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Francimar Barroso,Darren Stewart,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Brad Scott,Scott Askham,Middleweight,0,S-DEC,3,5:00,300
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Marc Diakiese,Teemu Packalen,Lightweight,0,KO/TKO Punch,1,0:30,30
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Leon Edwards,Vicente Luque,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Timothy Johnson,Daniel Omielanczuk,Heavyweight,0,S-DEC,3,5:00,300
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Lina Lansberg,Lucie Pudilova,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Joe Duffy,Reza Madadi,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Marlon Vera,Brad Pickett,Catch Weight,0,KO/TKO Kick,3,3:50,230
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Gunnar Nelson,Alan Jouban,Welterweight,0,SUB Guillotine Choke,2,0:46,46
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Jimi Manuwa,Corey Anderson,Light Heavyweight,0,KO/TKO Punch,1,3:05,185
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,"London, England, United Kingdom",Arnold Allen,Makwan Amirkhani,Featherweight,0,S-DEC,3,5:00,300
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Kevin Lee,Francisco Trinaldo,Lightweight,0,SUB Rear Naked Choke,2,3:12,192
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Jeremy Kennedy,Rony Jason,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Michel Prazeres,Joshua Burkman,Lightweight,0,SUB North-South Choke,1,1:42,102
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Joe Soto,Rani Yahya,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Sergio Moraes,Davi Ramos,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Paulo Costa,Garreth McLellan,Middleweight,0,KO/TKO Punch,1,1:17,77
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Alex Oliveira,Tim Means,Welterweight,0,SUB Rear Naked Choke,2,2:38,158
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Bethe Correia,Marion Reneau,Women's Bantamweight,0,M-DEC,3,5:00,300
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Ray Borg,Jussier Formiga,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Edson Barboza,Beneil Dariush,Lightweight,0,KO/TKO Flying Knee,2,3:35,215
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Mauricio Rua,Gian Villante,Light Heavyweight,0,KO/TKO Punch,3,0:59,59
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,"Fortaleza, Ceara, Brazil",Vitor Belfort,Kelvin Gastelum,Middleweight,0,Overturned Punch,1,3:52,232
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Albert Morales,Andre Soukhamthath,Bantamweight,0,S-DEC,3,5:00,300
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Tyson Pedro,Paul Craig,Light Heavyweight,0,KO/TKO Elbows,1,4:10,250
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Mark Godbeer,Daniel Spitz,Heavyweight,0,U-DEC,3,5:00,300
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Iuri Alcantara,Luke Sanders,Bantamweight,0,SUB Kneebar,2,3:13,193
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Darren Elkins,Mirsad Bektic,Featherweight,0,KO/TKO Kick,3,3:19,199
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Marcin Tybura,Luis Henrique,Heavyweight,0,KO/TKO Punches,3,3:46,226
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Alistair Overeem,Mark Hunt,Heavyweight,0,KO/TKO Knees,3,1:44,104
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Cynthia Calvillo,Amanda Cooper,Women's Strawweight,0,SUB Rear Naked Choke,1,3:19,199
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Daniel Kelly,Rashad Evans,Middleweight,0,S-DEC,3,5:00,300
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",David Teymur,Lando Vannata,Lightweight,0,U-DEC,3,5:00,300
UFC 209: Woodley vs. Thompson 2,2017-03-04,"Las Vegas, Nevada, USA",Tyron Woodley,Stephen Thompson,Welterweight,1,M-DEC,5,5:00,300
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Paul Felder,Alex Ricci,Lightweight,0,KO/TKO Elbow,1,4:44,284
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Thiago Santos,Jack Marshman,Middleweight,0,KO/TKO Kick,2,2:21,141
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Aiemann Zahabi,Reginaldo Vieira,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Randa Markos,Carla Esparza,Women's Strawweight,0,S-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Santiago Ponzinibbio,Nordine Taleb,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Gerald Meerschaert,Ryan Janes,Middleweight,0,SUB Armbar,1,1:34,94
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Sara McMann,Gina Mazany,Women's Bantamweight,0,SUB Arm Triangle,1,1:14,74
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Gavin Tucker,Sam Sicilia,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Johny Hendricks,Hector Lombard,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Derrick Lewis,Travis Browne,Heavyweight,0,KO/TKO Punch,2,3:12,192
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Halifax, Nova Scotia, Canada",Elias Theodorou,Cezar Ferreira,Middleweight,0,U-DEC,3,5:00,300
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Wilson Reis,Yuta Sasaki,Flyweight,0,U-DEC,3,5:00,300
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Ryan LaFlare,Roan Carneiro,Welterweight,0,U-DEC,3,5:00,300
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Ricky Glenn,Phillipe Nover,Featherweight,0,S-DEC,3,5:00,300
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Islam Makhachev,Nik Lentz,Lightweight,0,U-DEC,3,5:00,300
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Belal Muhammad,Randy Brown,Welterweight,0,U-DEC,3,5:00,300
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Dustin Poirier,Jim Miller,Lightweight,0,M-DEC,3,5:00,300
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Glover Teixeira,Jared Cannonier,Light Heavyweight,0,U-DEC,3,5:00,300
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Jacare Souza,Tim Boetsch,Middleweight,0,SUB Kimura,1,3:41,221
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Anderson Silva,Derek Brunson,Middleweight,0,U-DEC,3,5:00,300
UFC 208: Holm vs. De Randamie,2017-02-11,"Brooklyn, New York, USA",Germaine de Randamie,Holly Holm,Women's Featherweight,1,U-DEC,5,5:00,300
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Adam Milstead,Curtis Blaydes,Heavyweight,0,Overturned,2,0:59,59
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Khalil Rountree Jr.,Daniel Jolly,Light Heavyweight,0,KO/TKO Knees,1,0:52,52
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Alex Morono,Niko Price,Welterweight,0,Overturned Punch,2,5:00,300
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Tecia Pennington,Bec Rawlings,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Ricardo Ramos,Michinori Tanaka,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Chas Skelly,Chris Gruetzemacher,Featherweight,0,SUB Rear Naked Choke,2,2:01,121
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Felice Herrig,Alexa Grasso,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Jessica Andrade,Angela Hill,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Marcel Fortuna,Anthony Hamilton,Heavyweight,0,KO/TKO Punch,1,3:10,190
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Volkan Oezdemir,Ovince Saint Preux,Light Heavyweight,0,S-DEC,3,5:00,300
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",James Vick,Abel Trujillo,Lightweight,0,SUB D'Arce Choke,3,0:49,49
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,"Houston, Texas, USA",Chan Sung Jung,Dennis Bermudez,Featherweight,0,KO/TKO Punch,1,2:29,149
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Jason Gonzalez,JC Cottrell,Lightweight,0,SUB D'Arce Choke,1,3:54,234
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Alexandre Pantoja,Eric Shelton,Flyweight,0,S-DEC,3,5:00,300
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Marcos Rogerio de Lima,Jeremy Kimball,Light Heavyweight,0,KO/TKO Punches,1,2:27,147
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Eric Spicely,Alessio Di Chirico,Middleweight,0,SUB Triangle Choke,1,2:14,134
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Jordan Johnson,Henrique da Silva,Light Heavyweight,0,U-DEC,3,5:00,300
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Li Jingliang,Bobby Nash,Welterweight,0,KO/TKO Punch,2,4:45,285
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Raphael Assuncao,Aljamain Sterling,Bantamweight,0,S-DEC,3,5:00,300
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Jason Knight,Alex Caceres,Featherweight,0,SUB Rear Naked Choke,2,4:21,261
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Francis Ngannou,Andrei Arlovski,Heavyweight,0,KO/TKO Punch,1,1:32,92
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Jorge Masvidal,Donald Cerrone,Welterweight,0,KO/TKO Punches,2,1:00,60
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Valentina Shevchenko,Julianna Pena,Women's Bantamweight,0,SUB Armbar,2,4:29,269
UFC on FOX: Shevchenko vs. Pena,2017-01-28,"Denver, Colorado, USA",Sam Alvey,Nate Marquardt,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Aleksei Oleinik,Viktor Pesta,Heavyweight,0,SUB Ezekiel Choke,1,2:57,177
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Joachim Christensen,Bojan Mihajlovic,Light Heavyweight,0,KO/TKO Punches,3,2:05,125
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Walt Harris,Chase Sherman,Heavyweight,0,KO/TKO Knee,2,2:41,161
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Nina Nunes,Jocelyn Jones-Lybarger,Women's Strawweight,0,SUB Rear Naked Choke,3,3:39,219
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Anthony Rocco Martin,Alex White,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Cyril Asker,Dmitrii Smoliakov,Heavyweight,0,KO/TKO Punches,1,2:41,161
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Augusto Mendes,Frankie Saenz,Bantamweight,0,S-DEC,3,5:00,300
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Drakkar Klose,Devin Powell,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Sergio Pettis,John Moraga,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Ben Saunders,Court McGee,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Joe Lauzon,Marcin Held,Lightweight,0,S-DEC,3,5:00,300
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,"Phoenix, Arizona, USA",Yair Rodriguez,BJ Penn,Featherweight,0,KO/TKO Punches,2,0:24,24
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",Alex Oliveira,Tim Means,Welterweight,0,CNC,1,3:33,213
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",Niko Price,Brandon Thatch,Welterweight,0,SUB Arm Triangle,1,4:30,270
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",Alex Garcia,Mike Pyle,Welterweight,0,KO/TKO Punch,1,3:34,214
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",Antonio Carlos Junior,Marvin Vettori,Middleweight,0,U-DEC,3,5:00,300
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",Neil Magny,Johny Hendricks,Welterweight,0,U-DEC,3,5:00,300
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",Ray Borg,Louis Smolka,Flyweight,0,U-DEC,3,5:00,300
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",Dong Hyun Kim,Tarec Saffiedine,Welterweight,0,S-DEC,3,5:00,300
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",TJ Dillashaw,John Lineker,Bantamweight,0,U-DEC,3,5:00,300
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",Cody Garbrandt,Dominick Cruz,Bantamweight,1,U-DEC,5,5:00,300
UFC 207: Nunes vs. Rousey,2016-12-30,"Las Vegas, Nevada, USA",Amanda Nunes,Ronda Rousey,Women's Bantamweight,1,KO/TKO Punches,1,0:48,48
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Colby Covington,Bryan Barberena,Welterweight,0,U-DEC,3,5:00,300
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Hector Sandoval,Fredy Serrano,Flyweight,0,U-DEC,3,5:00,300
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Eddie Wineland,Takeya Mizugaki,Bantamweight,0,KO/TKO Punches,1,3:04,184
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Leslie Smith,Irene Aldana,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Josh Emmett,Scott Holtzman,Lightweight,0,U-DEC,3,5:00,300
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Alex Morono,James Moontasri,Welterweight,0,U-DEC,3,5:00,300
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Sultan Aliev,Bojan Velickovic,Welterweight,0,S-DEC,3,5:00,300
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Mizuto Hirota,Cole Miller,Featherweight,0,U-DEC,3,5:00,300
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Alan Jouban,Mike Perry,Welterweight,0,U-DEC,3,5:00,300
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Urijah Faber,Brad Pickett,Bantamweight,0,U-DEC,3,5:00,300
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Mickey Gall,Sage Northcutt,Welterweight,0,SUB Rear Naked Choke,2,1:40,100
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Michelle Waterson-Gomez,Paige VanZant,Women's Strawweight,0,SUB Rear Naked Choke,1,3:21,201
UFC on FOX: VanZant vs. Waterson,2016-12-17,"Sacramento, California, USA",Paul Craig,Henrique da Silva,Light Heavyweight,0,SUB Armbar,2,1:59,119
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Viviane Pereira,Valerie Letourneau,Women's Strawweight,0,S-DEC,3,5:00,300
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Dustin Ortiz,Zach Makovsky,Flyweight,0,S-DEC,3,5:00,300
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Rustam Khabilov,Jason Saggo,Lightweight,0,U-DEC,3,5:00,300
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Lando Vannata,John Makdessi,Lightweight,0,KO/TKO Kick,1,1:40,100
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Matthew Lopez,Mitch Gagnon,Bantamweight,0,U-DEC,3,5:00,300
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Olivier Aubin-Mercier,Drew Dober,Lightweight,0,SUB Rear Naked Choke,2,2:57,177
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Misha Cirkunov,Nikita Krylov,Light Heavyweight,0,SUB Guillotine Choke,1,4:38,278
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Emil Meek,Jordan Mein,Welterweight,0,U-DEC,3,5:00,300
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Kelvin Gastelum,Tim Kennedy,Middleweight,0,KO/TKO Punches,3,2:45,165
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Cub Swanson,Dooho Choi,Featherweight,0,U-DEC,3,5:00,300
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Donald Cerrone,Matt Brown,Welterweight,0,KO/TKO Kick,3,0:34,34
UFC 206: Holloway vs. Pettis,2016-12-10,"Toronto, Ontario, Canada",Max Holloway,Anthony Pettis,Featherweight,1,KO/TKO Punches,3,4:50,290
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Gerald Meerschaert,Joseph Gigliotti,Middleweight,0,SUB Anaconda Choke,1,4:12,252
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Juliana Lima,JJ Aldrich,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"Albany, New York, USA",Ryan Janes,Keith Berish,Middleweight,0,U-DEC,3,5:00,300
